name,taxid,total_length,total_gap_length,scaffold_count,scaffold_N50,contig_count,contig_N50
GCF_000015105.1,413404,1160782,0,0,0,0,0
GCF_000015125.1,290317,3133902,0,0,0,0,0
GCF_000015145.1,415426,1667163,0,0,0,0,0
GCF_000015165.1,288000,8493513,0,0,0,0,0
GCF_000015185.1,351745,4708380,0,0,0,0,0
GCF_000015205.1,384616,1826402,0,0,0,0,0
GCF_000015225.1,368408,1813393,0,0,0,0,0
GCF_000015245.1,326297,4306142,0,0,0,0,0
GCF_000015265.1,196162,5293685,0,0,0,0,0
GCF_000015285.1,357804,4559598,0,0,0,0,0
GCF_000015305.1,350058,6491865,0,0,0,0,0
GCF_000015325.1,397945,5352772,0,0,0,0,0
GCF_000015345.1,246195,1389350,0,0,0,0,0
GCF_000015365.1,351348,4779762,0,0,0,0,0
GCF_000015385.1,405566,2080931,0,0,0,0,0
GCF_000015405.1,189918,6256079,0,0,0,0,0
GCF_000015445.1,360095,1445021,0,0,0,0,0
GCF_000015465.1,320388,5232401,0,0,0,0,0
GCF_000015485.1,391774,3661391,0,0,0,0,0
GCF_000015505.1,365044,5366143,0,0,0,0,0
GCF_000015525.1,354242,1699052,0,0,0,0,0
GCF_000015545.1,232721,4585154,0,0,0,0,0
GCF_000015565.1,391735,5597943,0,0,0,0,0
GCF_000015585.1,349124,2678452,0,0,0,0,0
GCF_000015605.1,412022,5742303,0,0,0,0,0
GCF_000015625.1,320389,5848380,0,0,0,0,0
GCF_000015645.1,146891,1669886,0,0,0,0,0
GCF_000015665.1,167542,1704176,0,0,0,0,0
GCF_000015685.1,167555,1864731,0,0,0,0,0
GCF_000015725.1,420662,4643639,0,0,0,0,0
GCF_000015745.1,420246,3608012,0,0,0,0,0
GCF_000015765.1,410358,1804962,0,0,0,0,0
GCF_000015785.1,326423,3918589,0,0,0,0,0
GCF_000015825.1,368407,2478101,0,0,0,0,0
GCF_000015845.1,325240,5342896,0,0,0,0,0
GCF_000015865.1,203119,3843301,0,0,0,0,0
GCF_000015885.1,416269,2274482,0,0,0,0,0
GCF_000015905.1,320373,7040403,0,0,0,0,0
GCF_000015925.1,357348,7089249,0,0,0,0,0
GCF_000015945.1,399550,1570485,0,0,0,0,0
GCF_000015965.1,167546,1641879,0,0,0,0,0
GCF_000015985.1,349101,4489380,0,0,0,0,0
GCF_000016005.1,164757,6048425,0,0,0,0,0
GCF_000016045.1,423368,5007719,0,0,0,0,0
GCF_000016065.1,323850,4602594,0,0,0,0,0
GCF_000016085.1,290318,1966858,0,0,0,0,0
GCF_000016105.1,418136,1898476,0,0,0,0,0
GCF_000016125.1,402880,1789046,0,0,0,0,0
GCF_000016145.1,419947,4419977,0,0,0,0,0
GCF_000016165.1,349161,3608104,0,0,0,0,0
GCF_000016185.1,414684,4355543,0,0,0,0,0
GCF_000016245.1,345073,4132319,0,0,0,0,0
GCF_000016265.1,311403,7273300,0,0,0,0,0
GCF_000016285.1,311402,6320946,0,0,0,0,0
GCF_000016305.1,272620,5694894,0,0,0,0,0
GCF_000016325.1,399742,4676461,0,0,0,0,0
GCF_000016345.1,312153,2159490,0,0,0,0,0
GCF_000016365.1,350054,5982829,0,0,0,0,0
GCF_000016405.1,349102,4557127,0,0,0,0,0
GCF_000016425.1,369723,5183331,0,0,0,0,0
GCF_000016445.1,386656,4725862,0,0,0,0,0
GCF_000016505.1,431943,4023800,0,0,0,0,0
GCF_000016525.1,420247,1853160,0,0,0,0,0
GCF_000016545.1,351627,2970275,0,0,0,0,0
GCF_000016565.1,399739,5072807,0,0,0,0,0
GCF_000016585.1,319224,4659220,0,0,0,0,0
GCF_000016605.1,399549,2191517,0,0,0,0,0
GCF_000016625.1,416276,1376184,0,0,0,0,0
GCF_000016645.1,376686,6096872,0,0,0,0,0
GCF_000016665.1,357808,5801598,0,0,0,0,0
GCF_000016685.1,434271,2242062,0,0,0,0,0
GCF_000016705.1,216389,1341892,0,0,0,0,0
GCF_000016725.1,349163,3963080,0,0,0,0,0
GCF_000016745.1,351605,5136364,0,0,0,0,0
GCF_000016765.1,392499,5915246,0,0,0,0,0
GCF_000016785.1,390874,1823511,0,0,0,0,0
GCF_000016805.1,359786,2937129,0,0,0,0,0
GCF_000016825.1,557436,1999618,0,0,0,0,0
GCF_000016845.1,444178,3275590,0,0,0,0,0
GCF_000016865.1,351746,5959964,0,0,0,0,0
GCF_000016885.1,349106,2995049,0,0,0,0,0
GCF_000016905.1,391009,1915238,0,0,0,0,0
GCF_000016925.1,336982,4424435,0,0,0,0,0
GCF_000016945.1,349747,4935125,0,0,0,0,0
GCF_000016965.1,290402,6000632,0,0,0,0,0
GCF_000016985.1,293826,4929566,0,0,0,0,0
GCF_000017005.1,467705,2196662,0,0,0,0,0
GCF_000017025.1,441770,3863450,0,0,0,0,0
GCF_000017045.1,441771,3760560,0,0,0,0,0
GCF_000017065.1,441772,4012918,0,0,0,0,0
GCF_000017085.1,451516,2903081,0,0,0,0,0
GCF_000017105.1,434922,2212937,0,0,0,0,0
GCF_000017125.1,359787,2936936,0,0,0,0,0
GCF_000017145.1,366394,6817576,0,0,0,0,0
GCF_000017165.1,406327,1720048,0,0,0,0,0
GCF_000017185.1,419665,1569500,0,0,0,0,0
GCF_000017205.1,381754,6588339,0,0,0,0,0
GCF_000017225.1,426368,1772694,0,0,0,0,0
GCF_000017245.1,339671,2319663,0,0,0,0,0
GCF_000017265.1,450851,4379231,0,0,0,0,0
GCF_000017285.1,400668,5100344,0,0,0,0,0
GCF_000017305.1,266940,4956672,0,0,0,0,0
GCF_000017325.1,402882,5312910,0,0,0,0,0
GCF_000017405.1,439375,5205777,0,0,0,0,0
GCF_000017425.1,315749,4094159,0,0,0,0,0
GCF_000017445.4,452659,1268201,0,0,0,0,0
GCF_000017465.2,360105,1971270,0,0,0,0,0
GCF_000017485.1,360109,1845106,0,0,0,0,0
GCF_000017505.1,404589,5277990,0,0,0,0,0
GCF_000017545.1,381764,1948941,0,0,0,0,0
GCF_000017565.1,402881,3914745,0,0,0,0,0
GCF_000017585.1,360107,1714951,0,0,0,0,0
GCF_000017605.1,355278,3956089,0,0,0,0,0
GCF_000017625.1,456442,2542943,0,0,0,0,0
GCF_000017645.1,78245,5625098,0,0,0,0,0
GCF_000017665.1,290339,4530777,0,0,0,0,0
GCF_000017685.1,456481,3951448,0,0,0,0,0
GCF_000017705.1,338187,6058377,0,0,0,0,0
GCF_000017725.2,360104,2099413,0,0,0,0,0
GCF_000017745.1,331111,5249288,0,0,0,0,0
GCF_000017765.1,331112,4643538,0,0,0,0,0
GCF_000017785.1,458234,1890909,0,0,0,0,0
GCF_000017805.1,383372,5723298,0,0,0,0,0
GCF_000017845.1,43989,5460377,0,0,0,0,0
GCF_000017865.1,416591,2135342,0,0,0,0,0
GCF_000017885.4,315750,3704641,0,0,0,0,0
GCF_000017905.1,407148,1628115,0,0,0,0,0
GCF_000017945.1,453591,1297538,0,0,0,0,0
GCF_000017985.1,413997,4629812,0,0,0,0,0
GCF_000018005.1,298653,8982042,0,0,0,0,0
GCF_000018025.1,425104,5517674,0,0,0,0,0
GCF_000018045.1,290338,4735357,0,0,0,0,0
GCF_000018065.1,93060,1738790,0,0,0,0,0
GCF_000018085.1,399741,5495657,0,0,0,0,0
GCF_000018105.1,329726,8361599,0,0,0,0,0
GCF_000018125.1,471876,1815785,0,0,0,0,0
GCF_000018145.1,398580,4417868,0,0,0,0,0
GCF_000018185.1,423211,2038034,0,0,0,0,0
GCF_000018205.1,293614,1231060,0,0,0,0,0
GCF_000018225.1,392021,1257710,0,0,0,0,0
GCF_000018245.1,391896,1528980,0,0,0,0,0
GCF_000018265.1,391037,5786361,0,0,0,0,0
GCF_000018285.1,398579,5174581,0,0,0,0,0
GCF_000018305.1,397948,2077567,0,0,0,0,0
GCF_000018325.1,350688,3123558,0,0,0,0,0
GCF_000018345.1,216594,6660144,0,0,0,0,0
GCF_000018365.1,523850,1847607,0,0,0,0,0
GCF_000018385.1,476213,4888494,0,0,0,0,0
GCF_000018405.1,96561,3944167,0,0,0,0,0
GCF_000018425.1,477974,2349476,0,0,0,0,0
GCF_000018445.1,405416,3996761,0,0,0,0,0
GCF_000018485.1,444158,1744193,0,0,0,0,0
GCF_000018505.1,395019,7008622,0,0,0,0,0
GCF_000018525.1,483179,3312769,0,0,0,0,0
GCF_000018545.1,394,6891900,0,0,0,0,0
GCF_000018585.1,93059,1688963,100,0,0,2,1357840
GCF_000018605.1,403833,2169548,0,0,0,0,0
GCF_000018625.1,41514,4600800,0,0,0,0,0
GCF_000018665.1,398578,6767514,0,0,0,0,0
GCF_000018685.1,357809,4847594,0,0,0,0,0
GCF_000018705.1,1016998,4858887,0,0,0,0,0
GCF_000018725.1,430066,3283936,0,0,0,0,0
GCF_000018745.1,360115,2053744,0,0,0,0,0
GCF_000018765.1,399599,5547544,0,0,0,0,0
GCF_000018785.1,441768,1496992,0,0,0,0,0
GCF_000018805.1,349746,4687014,0,0,0,0,0
GCF_000018825.1,315730,5872743,0,0,0,0,0
GCF_000018845.1,419610,5471154,0,0,0,0,0
GCF_000018865.1,324602,5258541,0,0,0,0,0
GCF_000018885.1,288705,3155250,0,0,0,0,0
GCF_000018905.1,470137,3324607,0,0,0,0,0
GCF_000018925.1,441952,1893886,0,0,0,0,0
GCF_000018945.1,309803,1884562,0,0,0,0,0
GCF_000018965.1,488221,2184682,0,0,0,0,0
GCF_000018985.1,488222,2120234,0,0,0,0,0
GCF_000019005.1,488223,2111882,0,0,0,0,0
GCF_000019025.1,487213,2112148,0,0,0,0,0
GCF_000019045.1,491915,2846746,0,0,0,0,0
GCF_000019065.1,399726,2457259,0,0,0,0,0
GCF_000019085.1,340099,2362816,0,0,0,0,0
GCF_000019125.1,76869,6078430,0,0,0,0,0
GCF_000019145.1,366602,5889399,0,0,0,0,0
GCF_000019165.1,498761,3075407,0,0,0,0,0
GCF_000019185.1,458817,5226917,0,0,0,0,0
GCF_000019205.1,306263,1571661,0,0,0,0,0
GCF_000019225.1,498211,4576573,0,0,0,0,0
GCF_000019245.4,498216,2898456,0,0,0,0,0
GCF_000019265.1,487214,2245615,0,0,0,0,0
GCF_000019285.1,484022,2049711,0,0,0,0,0
GCF_000019305.1,498213,4107013,0,0,0,0,0
GCF_000019325.1,405440,2475130,0,0,0,0,0
GCF_000019345.1,505682,751679,0,0,0,0,0
GCF_000019365.1,426117,7737025,0,0,0,0,0
GCF_000019385.1,481805,4746218,0,0,0,0,0
GCF_000019405.1,228400,2263857,0,0,0,0,0
GCF_000019425.1,316385,4686137,0,0,0,0,0
GCF_000019445.1,390235,5774330,0,0,0,0,0
GCF_000019465.1,502800,4689441,0,0,0,0,0
GCF_000019485.1,32049,3409935,0,0,0,0,0
GCF_000019505.1,406425,7971389,0,0,0,0,0
GCF_000019525.1,392500,5935403,0,0,0,0,0
GCF_000019545.1,498214,4259691,0,0,0,0,0
GCF_000019565.1,507522,5920257,0,0,0,0,0
GCF_000019585.2,360094,5238555,0,0,0,0,0
GCF_000019605.1,374847,1590757,0,0,0,0,0
GCF_000019625.1,126740,1877693,0,0,0,0,0
GCF_000019645.1,439855,5215377,0,0,0,0,0
GCF_000019665.1,481448,2287145,0,0,0,0,0
GCF_000019685.1,412419,1574881,0,0,0,0,0
GCF_000019705.1,412418,1242163,0,0,0,0,0
GCF_000019725.1,426355,6899110,0,0,0,0,0
GCF_000019745.1,452638,1560469,0,0,0,0,0
GCF_000019765.1,405441,2573987,0,0,0,0,0
GCF_000019785.1,395495,4909403,0,0,0,0,0
GCF_000019825.1,512566,2078953,0,0,0,0,0
GCF_000019845.1,395963,4418616,0,0,0,0,0
GCF_000019865.1,434923,2008870,0,0,0,0,0
GCF_000019885.1,434924,2102380,0,0,0,0,0
GCF_000019905.1,262543,3040786,0,0,0,0,0
GCF_000019925.1,398577,7642536,0,0,0,0,0
GCF_000019945.1,441620,5848997,0,0,0,0,0
GCF_000019965.1,452637,5957605,0,0,0,0,0
GCF_000019985.1,516950,2209198,0,0,0,0,0
GCF_000020005.1,457570,3191453,0,0,0,0,0
GCF_000020025.1,63737,9059191,0,0,0,0,0
GCF_000020045.1,391038,8676562,0,0,0,0,0
GCF_000020065.1,243272,820453,0,0,0,0,0
GCF_000020085.1,502801,4765431,0,0,0,0,0
GCF_000020105.1,521006,2236178,0,0,0,0,0
GCF_000020125.1,398527,8214658,0,0,0,0,0
GCF_000020145.1,445932,1643562,0,0,0,0,0
GCF_000020165.1,935198,3847969,0,0,0,0,0
GCF_000020185.1,344609,4874659,0,0,0,0,0
GCF_000020205.1,402626,5325729,0,0,0,0,0
GCF_000020225.1,349741,2664102,0,0,0,0,0
GCF_000020245.1,512562,1608548,0,0,0,0,0
GCF_000020265.1,491916,6448048,0,0,0,0,0
GCF_000020285.1,508767,3659644,0,0,0,0,0
GCF_000020305.1,320483,1202435,0,0,0,0,0
GCF_000020325.1,436114,1838442,0,0,0,0,0
GCF_000020345.1,515621,4257769,0,0,0,0,0
GCF_000020365.1,177437,5657782,0,0,0,0,0
GCF_000020385.1,398767,3994874,0,0,0,0,0
GCF_000020405.1,537457,2345435,0,0,0,0,0
GCF_000020425.1,391904,2832748,0,0,0,0,0
GCF_000020445.1,395960,5744041,0,0,0,0,0
GCF_000020465.1,290315,2763181,0,0,0,0,0
GCF_000020485.1,373903,2578146,0,0,0,0,0
GCF_000020505.1,517417,2289249,0,0,0,0,0
GCF_000020525.1,517418,3293456,0,0,0,0,0
GCF_000020545.1,331678,2736403,0,0,0,0,0
GCF_000020565.1,452471,1884364,0,0,0,0,0
GCF_000020585.3,1774373,4480937,0,0,0,0,0
GCF_000020605.1,515619,3449685,0,0,0,0,0
GCF_000020625.1,290512,2579695,0,0,0,0,0
GCF_000020645.1,324925,3018238,0,0,0,0,0
GCF_000020665.1,391008,4573969,0,0,0,0,0
GCF_000020685.1,546414,3855329,0,0,0,0,0
GCF_000020705.1,454169,4983515,0,0,0,0,0
GCF_000020725.1,404380,4615150,0,0,0,0,0
GCF_000020745.1,439843,4823887,0,0,0,0,0
GCF_000020765.1,552526,2024171,0,0,0,0,0
GCF_000020785.1,380749,1559514,0,0,0,0,0
GCF_000020805.1,447217,5061632,0,0,0,0,0
GCF_000020825.1,380394,2885038,0,0,0,0,0
GCF_000020845.1,388396,4503336,300,0,0,6,2392623
GCF_000020865.1,498217,3804166,0,0,0,0,0
GCF_000020885.1,454166,4836638,0,0,0,0,0
GCF_000020905.1,490899,1365223,0,0,0,0,0
GCF_000020925.1,439851,4917459,0,0,0,0,0
GCF_000020945.1,309798,1424912,0,0,0,0,0
GCF_000020965.1,309799,1959987,0,0,0,0,0
GCF_000020985.1,289376,2003803,0,0,0,0,0
GCF_000021005.1,557760,4711139,0,0,0,0,0
GCF_000021025.1,557598,3169329,0,0,0,0,0
GCF_000021045.1,322710,5365318,0,0,0,0,0
GCF_000021065.1,561501,641895,0,0,0,0,0
GCF_000021085.1,563178,642122,0,0,0,0,0
GCF_000021125.1,444450,5704171,0,0,0,0,0
GCF_000021145.1,557600,3760981,0,0,0,0,0
GCF_000021165.1,563041,1663013,0,0,0,0,0
GCF_000021185.1,552536,2976212,0,0,0,0,0
GCF_000021205.1,405532,5419036,0,0,0,0,0
GCF_000021225.1,405534,5599857,0,0,0,0,0
GCF_000021245.1,480119,4059242,0,0,0,0,0
GCF_000021265.1,565575,874478,0,0,0,0,0
GCF_000021285.1,484019,2016657,0,0,0,0,0
GCF_000021305.1,405531,5736823,0,0,0,0,0
GCF_000021325.1,272568,3914947,0,0,0,0,0
GCF_000021345.1,395492,6872702,0,0,0,0,0
GCF_000021365.1,504832,3745629,0,0,0,0,0
GCF_000021385.1,883,4040304,0,0,0,0,0
GCF_000021405.1,445985,1345494,0,0,0,0,0
GCF_000021425.1,442563,1933695,0,0,0,0,0
GCF_000021445.1,568206,5506763,0,0,0,0,0
GCF_000021465.1,570508,1684038,0,0,0,0,0
GCF_000021485.1,243159,2982397,0,0,0,0,0
GCF_000021525.1,562019,1314898,0,0,0,0,0
GCF_000021545.1,204536,1640877,0,0,0,0,0
GCF_000021565.1,123214,1983966,0,0,0,0,0
GCF_000021605.1,579112,3938905,0,0,0,0,0
GCF_000021625.1,345073,4135300,0,0,0,0,0
GCF_000021645.1,515635,1855560,0,0,0,0,0
GCF_000021665.1,407976,5358884,0,0,0,0,0
GCF_000021685.1,309801,2920744,0,0,0,0,0
GCF_000021705.1,572265,2169363,110,0,0,4,1351905
GCF_000021725.1,598659,1676444,0,0,0,0,0
GCF_000021745.1,395965,4305430,0,0,0,0,0
GCF_000021765.1,85643,4574586,0,0,0,0,0
GCF_000021785.1,405535,5588834,0,0,0,0,0
GCF_000021805.1,41431,4787694,0,0,0,0,0
GCF_000021825.1,65393,6554169,0,0,0,0,0
GCF_000021845.1,440085,6180732,0,0,0,0,0
GCF_000021865.1,272942,3871920,0,0,0,0,0
GCF_000021885.1,557723,2269156,0,0,0,0,0
GCF_000021905.1,439235,6517073,0,0,0,0,0
GCF_000021925.1,272564,5279134,0,0,0,0,0
GCF_000021945.1,326427,4684931,0,0,0,0,0
GCF_000021965.1,521011,2922917,0,0,0,0,0
GCF_000021985.1,396588,3464554,0,0,0,0,0
GCF_000022005.1,565050,4042929,0,0,0,0,0
GCF_000022025.1,452863,4980870,0,0,0,0,0
GCF_000022045.1,395961,5786110,0,0,0,0,0
GCF_000022065.1,394503,4068724,0,0,0,0,0
GCF_000022085.1,460265,8839022,0,0,0,0,0
GCF_000022105.1,565034,3036634,0,0,0,0,0
GCF_000022125.1,525146,2873437,0,0,0,0,0
GCF_000022145.1,455488,5029329,0,0,0,0,0
GCF_000022165.1,588858,4964097,0,0,0,0,0
GCF_000022185.1,480224,5268950,0,0,0,0,0
GCF_000022205.1,416348,3692576,0,0,0,0,0
GCF_000022225.1,544404,5622737,0,0,0,0,0
GCF_000022245.1,591020,4894492,0,0,0,0,0
GCF_000022265.1,316067,4304501,0,0,0,0,0
GCF_000022285.1,66084,1445873,0,0,0,0,0
GCF_000022305.1,535289,3796573,0,0,0,0,0
GCF_000022325.1,521460,2931662,0,0,0,0,0
GCF_000022345.1,595496,4578159,0,0,0,0,0
GCF_000022365.1,593117,2045438,0,0,0,0,0
GCF_000022385.1,429572,2736272,0,0,0,0,0
GCF_000022405.1,427317,2608832,0,0,0,0,0
GCF_000022425.1,427318,2692402,0,0,0,0,0
GCF_000022445.1,426118,2586647,0,0,0,0,0
GCF_000022465.1,439386,2702058,0,0,0,0,0
GCF_000022485.1,419942,2854410,0,0,0,0,0
GCF_000022505.1,572264,5449308,0,0,0,0,0
GCF_000022525.1,434131,879977,0,0,0,0,0
GCF_000022545.1,604354,1845800,0,0,0,0,0
GCF_000022565.1,240015,4127356,0,0,0,0,0
GCF_000022585.1,593588,4236368,0,0,0,0,0
GCF_000022605.2,331104,640935,0,0,0,0,0
GCF_000022625.1,546272,3311219,0,0,0,0,0
GCF_000022645.2,626418,7284636,0,0,0,0,0
GCF_000022665.1,469008,4558953,0,0,0,0,0
GCF_000022685.1,272630,6879778,0,0,0,0,0
GCF_000022705.1,580050,1938709,0,0,0,0,0
GCF_000022725.1,634504,2369520,0,0,0,0,0
GCF_000022745.1,568815,3337369,0,0,0,0,0
GCF_000022765.1,536232,4155278,0,0,0,0,0
GCF_000022785.1,449216,1111612,0,0,0,0,0
GCF_000022805.1,637382,4812922,0,0,0,0,0
GCF_000022825.1,637385,4802263,0,0,0,0,0
GCF_000022845.1,637386,4725788,0,0,0,0,0
GCF_000022865.1,592021,5503926,0,0,0,0,0
GCF_000022885.2,634503,3812301,0,0,0,0,0
GCF_000022905.1,548476,2819226,0,0,0,0,0
GCF_000022925.1,637381,2999054,0,0,0,0,0
GCF_000022965.1,555970,1938483,0,0,0,0,0
GCF_000022985.1,634176,2313035,0,0,0,0,0
GCF_000023005.1,347255,1290917,0,0,0,0,0
GCF_000023025.1,377629,5193164,0,0,0,0,0
GCF_000023045.1,360911,2999895,0,0,0,0,0
GCF_000023065.1,595494,3471292,0,0,0,0,0
GCF_000023085.1,644042,3197759,0,0,0,0,0
GCF_000023105.1,471853,4669183,0,0,0,0,0
GCF_000023125.1,471854,6967790,0,0,0,0,0
GCF_000023145.1,645127,2446804,0,0,0,0,0
GCF_000023165.1,436113,1089202,0,0,0,0,0
GCF_000023185.1,395491,7418122,0,0,0,0,0
GCF_000023205.1,465515,2501097,0,0,0,0,0
GCF_000023225.1,525897,3942657,0,0,0,0,0
GCF_000023245.1,446462,8248144,0,0,0,0,0
GCF_000023265.1,525909,2158157,0,0,0,0,0
GCF_000023285.1,521097,2612925,0,0,0,0,0
GCF_000023305.1,510831,1892681,0,0,0,0,0
GCF_000023325.1,521045,2302126,0,0,0,0,0
GCF_000023345.1,543728,6754997,0,0,0,0,0
GCF_000023365.1,536056,4630707,0,0,0,0,0
GCF_000023385.1,471223,3508804,0,0,0,0,0
GCF_000023405.1,446465,3614992,0,0,0,0,0
GCF_000023425.1,428406,5685358,0,0,0,0,0
GCF_000023445.1,526222,4289847,0,0,0,0,0
GCF_000023465.1,655815,5128187,0,0,0,0,0
GCF_000023585.1,324057,7184930,0,0,0,0,0
GCF_000023605.1,561230,4862913,0,0,0,0,0
GCF_000023625.1,478434,4398250,0,0,0,0,0
GCF_000023645.1,443144,4745806,0,0,0,0,0
GCF_000023665.1,866768,4570938,0,0,0,0,0
GCF_000023685.1,436113,1084586,0,0,0,0,0
GCF_000023705.1,583345,2547570,0,0,0,0,0
GCF_000023725.1,531844,2768102,0,0,0,0,0
GCF_000023745.1,582744,3082007,0,0,0,0,0
GCF_000023765.2,537021,1227328,0,0,0,0,0
GCF_000023785.1,582402,3540114,0,0,0,0,0
GCF_000023805.1,684950,1568826,0,0,0,0,0
GCF_000023825.1,485917,5167383,0,0,0,0,0
GCF_000023845.1,469378,1617804,0,0,0,0,0
GCF_000023865.1,471857,4308349,0,0,0,0,0
GCF_000023885.1,471855,3165038,0,0,0,0,0
GCF_000023905.1,523794,2465610,0,0,0,0,0
GCF_000023925.1,478801,2785024,0,0,0,0,0
GCF_000023945.1,519442,3116795,0,0,0,0,0
GCF_000023965.1,485914,3332349,0,0,0,0,0
GCF_000023985.1,573064,1507251,0,0,0,0,0
GCF_000024005.1,485918,9127347,0,0,0,0,0
GCF_000024025.1,479433,10467782,0,0,0,0,0
GCF_000024045.1,395962,4803347,0,0,0,0,0
GCF_000024065.1,471856,2749646,0,0,0,0,0
GCF_000024085.1,523791,2852073,0,0,0,0,0
GCF_000024105.1,525919,1998633,0,0,0,0,0
GCF_000024125.1,313596,3530383,0,0,0,0,0
GCF_000024145.1,406984,1248550,0,0,0,0,0
GCF_000024165.1,522306,5306133,0,0,0,0,0
GCF_000024185.1,634498,2937203,0,0,0,0,0
GCF_000024205.1,485916,4545624,0,0,0,0,0
GCF_000024225.1,521095,1543805,0,0,0,0,0
GCF_000024245.1,622759,2223520,0,0,0,0,0
GCF_000024265.1,479437,3632260,0,0,0,0,0
GCF_000024285.1,521098,3205686,0,0,0,0,0
GCF_000024305.1,425944,2748647,10,0,0,3,1357119
GCF_000024325.1,485915,2909567,0,0,0,0,0
GCF_000024345.1,479435,7579488,0,0,0,0,0
GCF_000024365.1,479431,6060298,0,0,0,0,0
GCF_000024385.1,471852,5639016,0,0,0,0,0
GCF_000024405.1,526218,4486650,0,0,0,0,0
GCF_000024425.1,504728,3097457,0,0,0,0,0
GCF_000024445.1,401473,2636367,0,0,0,0,0
GCF_000024465.1,488538,2753527,0,0,0,0,0
GCF_000024485.1,666714,1139281,420,0,0,8,975717
GCF_000024505.1,574556,1206806,0,0,0,0,0
GCF_000024545.1,446470,6841557,0,0,0,0,0
GCF_000024565.1,519441,1673280,0,0,0,0,0
GCF_000024585.1,681288,2847542,0,0,0,0,0
GCF_000024605.1,429009,2157067,0,0,0,0,0
GCF_000024625.1,579137,1761737,0,0,0,0,0
GCF_000024645.1,561231,5063892,0,0,0,0,0
GCF_000024665.1,59374,3842635,0,0,0,0,0
GCF_000024685.1,481743,7121665,0,0,0,0,0
GCF_000024705.1,544556,3667901,0,0,0,0,0
GCF_000024725.1,472759,4145260,0,0,0,0,0
GCF_000024745.1,555311,2668974,0,0,0,0,0
GCF_000024765.1,555778,2582886,0,0,0,0,0
GCF_000024785.1,526226,5290012,0,0,0,0,0
GCF_000024805.1,502025,9446314,0,0,0,0,0
GCF_000024825.1,150340,5089025,0,0,0,0,0
GCF_000024845.1,518766,3386737,0,0,0,0,0
GCF_000024865.1,479432,10369518,0,0,0,0,0
GCF_000024885.1,525898,2306351,0,0,0,0,0
GCF_000024905.1,525903,1848474,0,0,0,0,0
GCF_000024925.1,446469,4253413,0,0,0,0,0
GCF_000024945.1,479436,2132142,0,0,0,0,0
GCF_000024965.1,446471,3831380,0,0,0,0,0
GCF_000024985.1,479434,3993764,0,0,0,0,0
GCF_000025005.1,525904,3101581,0,0,0,0,0
GCF_000025025.1,311424,1413462,0,0,0,0,0
GCF_000025045.1,684738,2635654,0,0,0,0,0
GCF_000025065.1,590409,4818394,0,0,0,0,0
GCF_000025085.1,698737,2658366,0,0,0,0,0
GCF_000025105.1,590168,1809823,0,0,0,0,0
GCF_000025125.1,1453429,1443806,0,0,0,0,0
GCF_000025145.1,703339,2821452,0,0,0,0,0
GCF_000025165.1,701177,5452353,0,0,0,0,0
GCF_000025185.1,530564,6196199,0,0,0,0,0
GCF_000025205.1,553190,1617545,0,0,0,0,0
GCF_000025225.2,699246,1809746,0,0,0,0,0
GCF_000025245.1,552531,1942198,0,0,0,0,0
GCF_000025265.1,469383,6359369,0,0,0,0,0
GCF_000025285.1,572546,1563423,0,0,0,0,0
GCF_000025305.1,591001,2329769,0,0,0,0,0
GCF_000025325.1,543526,5440782,0,0,0,0,0
GCF_000025345.1,526225,5322497,0,0,0,0,0
GCF_000025365.1,710128,1012027,0,0,0,0,0
GCF_000025385.1,708616,977612,0,0,0,0,0
GCF_000025405.2,706191,4703373,0,0,0,0,0
GCF_000025425.1,567106,1672219,0,0,0,0,0
GCF_000025465.1,640131,5458505,0,0,0,0,0
GCF_000025485.1,572477,3669074,0,0,0,0,0
GCF_000025505.1,589924,2196266,0,0,0,0,0
GCF_000025525.1,644281,1773136,0,0,0,0,0
GCF_000025545.1,396595,2985056,0,0,0,0,0
GCF_000025565.1,716541,5598796,0,0,0,0,0
GCF_000025585.1,633145,1360154,0,0,0,0,0
GCF_000025605.1,638303,1500577,0,0,0,0,0
GCF_000025625.1,547559,4443643,0,0,0,0,0
GCF_000025645.1,580331,2451061,0,0,0,0,0
GCF_000025665.1,439481,1486778,0,0,0,0,0
GCF_000025685.1,309800,4012900,0,0,0,0,0
GCF_000025705.1,580332,3003656,0,0,0,0,0
GCF_000025725.1,522772,3222077,0,0,0,0,0
GCF_000025745.1,714962,5108383,0,0,0,0,0
GCF_000025765.1,553199,2495334,0,0,0,0,0
GCF_000025805.1,592022,5097447,0,0,0,0,0
GCF_000025825.1,545693,5523192,0,0,0,0,0
GCF_000025845.1,512564,934379,0,0,0,0,0
GCF_000025865.1,547558,2012424,0,0,0,0,0
GCF_000025885.1,572547,1980592,0,0,0,0,0
GCF_000025905.1,583355,3750771,0,0,0,0,0
GCF_000025925.1,264731,3619559,0,0,0,0,0
GCF_000025945.1,177439,3659634,0,0,0,0,0
GCF_000025965.1,76114,4727255,0,0,0,0,0
GCF_000025985.1,272559,5241700,0,0,0,0,0
GCF_000026005.1,254945,1516355,0,0,0,0,0
GCF_000026025.1,218497,1144377,0,0,0,0,0
GCF_000026045.1,348780,2749696,0,0,0,0,0
GCF_000026065.1,314315,1884661,0,0,0,0,0
GCF_000026085.1,326442,3850272,0,0,0,0,0
